,pm2d5(μg/m3),pm10(μg/m3),co(mg/m3),so2(μg/m3),no2(μg/m3),o3(μg/m3),voc(ppm),温度(℃),湿度(%),风向,风速(10m/s)
2025/2/14 13:45,68,70,2.64,21.1,43.2,114.3,0.716,32.9,19.8,,
2025/2/14 13:45,70,71,2.7,21.4,38.8,113,0.716,32.9,19.8,,
2025/2/14 13:46,70,72,2.72,21.3,36.6,116.2,0.716,32.9,19.8,,
2025/2/14 13:46,71,73,2.69,21.4,42.9,110.1,0.715,32.9,19.8,,
2025/2/14 13:46,68,71,2.67,21.7,43.3,104.9,0.712,32.9,19.7,,
2025/2/14 13:46,69,71,2.7,21.3,37,111.2,0.716,32.9,19.7,,
2025/2/14 13:46,68,71,2.63,21.1,37,112.6,0.712,32.9,19.7,,
2025/2/14 13:46,67,69,2.77,21.4,37.7,112,0.712,32.9,19.7,,
2025/2/14 13:46,65,69,2.63,20.5,37.7,104.7,0.712,32.9,19.7,,
2025/2/14 13:46,63,68,2.6,20.5,41.4,103.5,0.712,32.9,19.7,,
2025/2/14 13:46,64,68,2.61,21.1,43.7,106.4,0.712,32.9,19.7,,
2025/2/14 13:46,62,67,2.63,21,38.7,112.6,0.712,32.9,19.7,,
2025/2/14 13:46,59,65,2.65,20.7,43.1,107.6,0.711,32.9,19.7,,
2025/2/14 13:46,60,66,2.63,20.4,42.1,105.2,0.71,32.8,19.7,,
2025/2/14 13:46,60,65,2.55,20.3,42.4,109.2,0.711,32.9,19.7,,
2025/2/14 13:46,59,65,2.56,20.7,40.5,114.1,0.709,32.9,19.7,,
2025/2/14 13:46,60,67,2.59,20.8,38.1,112.8,0.712,32.9,19.7,,
2025/2/14 13:46,61,67,2.55,20.3,42.7,106.7,0.712,32.9,19.7,,
2025/2/14 13:46,60,66,2.52,20.5,45.7,103.9,0.709,32.9,19.7,,
2025/2/14 13:46,60,67,2.48,19.3,42.3,109.8,0.709,32.9,19.7,,
2025/2/14 13:46,59,67,2.53,20.6,34.6,112.7,0.709,32.8,19.7,,
2025/2/14 13:46,59,67,2.53,20.5,39.9,120.4,0.709,32.9,19.7,,
2025/2/14 13:47,59,66,2.52,20.3,37.1,108.8,0.709,32.8,19.7,,
2025/2/14 13:47,57,65,2.48,20,34.2,113.2,0.709,32.9,19.6,,
2025/2/14 13:47,56,64,2.43,19.8,35.8,114.1,0.709,32.9,19.6,,
2025/2/14 13:47,55,63,2.47,20.2,36,113.3,0.709,32.8,19.6,,
2025/2/14 13:47,54,63,2.44,20.1,35.4,114.4,0.709,32.9,19.6,,
2025/2/14 13:47,54,63,2.37,19.9,35.1,112.8,0.709,32.9,19.5,,
2025/2/14 13:47,53,62,2.41,20.5,37.9,105.1,0.709,32.9,19.5,,
2025/2/14 13:47,54,62,2.48,20.5,31.1,118.1,0.709,32.9,19.6,,
2025/2/14 13:47,55,63,2.46,19.9,30.2,114.9,0.707,32.9,19.5,,
2025/2/14 13:47,55,63,2.42,19.8,32.6,114.3,0.706,32.8,19.5,,
2025/2/14 13:47,56,64,2.46,20,34.4,114.9,0.708,32.9,19.5,,
2025/2/14 13:47,56,64,2.48,20.1,36.2,115.4,0.709,32.8,19.5,,
2025/2/14 13:47,56,63,2.49,20.4,37.1,113.8,0.708,32.8,19.5,,
2025/2/14 13:47,56,63,2.48,20.4,36.7,112.9,0.706,32.9,19.4,,
2025/2/14 13:47,54,62,2.41,19.6,34.8,112.6,0.706,32.8,19.4,,
2025/2/14 13:47,56,64,2.41,19.6,32.4,116,0.706,32.8,19.4,,
2025/2/14 13:47,59,64,2.34,19.6,32.1,118.1,0.706,32.8,19.4,,
2025/2/14 13:47,61,67,2.34,19.6,38.1,108.3,0.706,32.9,19.4,,
2025/2/14 13:47,62,67,2.41,20,31.8,114.5,0.706,32.8,19.4,,
2025/2/14 13:47,62,66,2.38,19.2,27.4,122.6,0.706,32.8,19.4,,
2025/2/14 13:48,60,66,2.37,19.2,33.1,111.5,0.703,32.8,19.4,,
2025/2/14 13:48,58,65,2.35,19.5,30.3,116.5,0.702,32.8,19.3,,
2025/2/14 13:48,57,65,2.34,19.2,31.6,119.7,0.702,32.8,19.3,,
2025/2/14 13:48,56,64,2.34,19.1,33.2,116.8,0.702,32.8,19.3,,
2025/2/14 13:48,56,64,2.31,19.2,34.4,117.9,0.702,32.8,19.3,,
2025/2/14 13:48,56,64,2.26,19.3,36.4,118.1,0.702,32.8,19.3,,
2025/2/14 13:48,55,63,2.23,18.8,35.9,112.4,0.702,32.8,19.3,,
2025/2/14 13:48,55,63,2.37,19.4,33,113,0.702,32.8,19.3,,
2025/2/14 13:48,55,64,2.37,19.4,37.6,111.7,0.702,32.8,19.3,,
2025/2/14 13:48,57,65,2.23,19.2,32.2,115.6,0.702,32.8,19.3,,
2025/2/14 13:48,62,67,2.25,18.6,31.8,119.4,0.702,32.8,19.3,,
2025/2/14 13:48,68,71,2.29,19,36.7,116.7,0.702,32.8,19.3,,
2025/2/14 13:48,75,77,2.25,19.2,35.9,113.5,0.702,32.8,19.3,,
2025/2/14 13:48,76,79,2.21,18.8,36.5,108,0.702,32.8,19.3,,
2025/2/14 13:48,78,81,2.24,19,38.5,106.4,0.702,32.8,19.3,,
2025/2/14 13:48,81,83,2.3,19.3,37.3,111.5,0.702,32.8,19.3,,
2025/2/14 13:48,80,81,2.23,18.7,33.6,119,0.702,32.8,19.3,,
2025/2/14 13:48,81,82,2.23,18.5,34,113,0.702,32.8,19.3,,
2025/2/14 13:48,81,82,2.26,18.9,37.6,111.4,0.702,32.8,19.3,,
2025/2/14 13:48,81,82,2.19,18.4,44.9,110.3,0.702,32.8,19.3,,
2025/2/14 13:49,79,81,2.24,19,40.2,119.4,0.702,32.8,19.3,,
2025/2/14 13:49,79,80,2.24,18.8,32.5,119.1,0.702,32.8,19.3,,
2025/2/14 13:49,79,81,2.25,19.1,33.2,114.7,0.702,32.8,19.3,,
2025/2/14 13:49,79,82,2.24,19.1,38,112.1,0.702,32.8,19.3,,
2025/2/14 13:49,76,77,2.19,18.6,36.4,113.7,0.702,32.8,19.3,,
2025/2/14 13:49,73,75,2.12,17.9,35.1,111.9,0.702,32.8,19.3,,
2025/2/14 13:49,66,69,2.15,18.1,38.2,110.2,0.702,32.8,19.3,,
2025/2/14 13:49,65,68,2.23,18.8,41.8,110.8,0.699,32.8,19.3,,
2025/2/14 13:49,64,68,2.19,18.9,35.7,117.8,0.702,32.8,19.3,,
2025/2/14 13:49,63,68,2.26,19.2,32.9,125.6,0.699,32.8,19.3,,
2025/2/14 13:49,63,67,2.15,18.3,35.1,114.7,0.699,32.8,19.2,,
2025/2/14 13:49,63,67,2.2,18.7,22.2,127.9,0.699,32.8,19.2,,
2025/2/14 13:49,58,66,2.2,19,34.3,116.9,0.699,32.8,19.2,,
2025/2/14 13:49,58,66,2.19,18.7,31.9,118.1,0.699,32.8,19.2,,
2025/2/14 13:49,55,65,2.19,18.8,40.2,109.1,0.699,32.8,19.2,,
2025/2/14 13:49,56,65,2.2,18.6,38.3,112.4,0.698,32.8,19.2,,
2025/2/14 13:49,57,66,2.19,18.1,32,121,0.696,32.8,19.2,,
2025/2/14 13:49,58,67,2.13,18.1,32.8,120.9,0.696,32.8,19.2,,
2025/2/14 13:49,58,67,2.15,18.5,35.5,113.4,0.696,32.8,19.2,,
2025/2/14 13:49,57,66,2.15,18.7,27.4,119.6,0.696,32.8,19.2,,
2025/2/14 13:50,57,65,2.12,18.2,18,125.6,0.696,32.8,19.1,,
2025/2/14 13:50,55,65,2.12,18.3,34.1,115.8,0.696,32.8,19.1,,
2025/2/14 13:50,54,63,2.12,18.6,28.9,120.9,0.696,32.8,19.1,,
2025/2/14 13:50,55,63,2.17,18.6,25.1,119.6,0.696,32.8,19.1,,
2025/2/14 13:50,54,63,2.09,18.4,26.2,125.7,0.695,32.8,19,,
2025/2/14 13:50,54,63,2.01,17.9,32.2,117.8,0.692,32.7,19,,
2025/2/14 13:50,54,64,2.11,18.1,28.5,117.2,0.692,32.7,19,,
2025/2/14 13:50,55,64,2.15,18.3,28.7,117.8,0.692,32.7,19,,
2025/2/14 13:50,54,65,2.12,18.7,32,121.5,0.692,32.7,19,,
2025/2/14 13:50,55,64,2.08,17.8,24.5,121.6,0.692,32.7,18.9,,
2025/2/14 13:50,56,64,2.12,18.2,20.4,126.1,0.692,32.7,18.9,,
2025/2/14 13:50,56,63,2.14,18.3,32.7,119.6,0.692,32.7,18.9,,
2025/2/14 13:50,56,63,2.18,19,33.3,116.4,0.692,32.7,18.9,,
2025/2/14 13:50,59,65,2.12,18.4,16.6,125.3,0.69,32.7,18.9,,
2025/2/14 13:50,58,65,2.09,18,27.3,117.9,0.689,32.7,18.9,,
2025/2/14 13:50,60,66,2.11,18,33.4,116.4,0.689,32.7,18.8,,
2025/2/14 13:50,60,66,2.07,17.5,32.1,117.9,0.689,32.7,18.8,,
2025/2/14 13:50,60,66,2.07,17.4,30.3,116.4,0.689,32.7,18.8,,
2025/2/14 13:50,60,66,2.12,18.1,26.4,116.5,0.689,32.7,18.8,,
2025/2/14 13:51,60,66,2.05,18.2,24.5,120.8,0.689,32.7,18.8,,
2025/2/14 13:51,59,65,2.08,17.5,28.3,110.7,0.689,32.7,18.8,,
2025/2/14 13:51,58,64,2.05,17.7,27.2,114.3,0.687,32.7,18.8,,
2025/2/14 13:51,57,64,2.02,17.7,28.2,121.2,0.686,32.7,18.8,,
2025/2/14 13:51,57,65,2.01,17.9,29.4,119.4,0.686,32.7,18.8,,
2025/2/14 13:51,55,63,2.06,18.1,27.2,119.3,0.686,32.7,18.8,,
2025/2/14 13:51,55,63,2.08,18.2,27,118.9,0.686,32.7,18.8,,
2025/2/14 13:51,53,61,2.03,17.8,24.2,122.3,0.686,32.7,18.7,,
2025/2/14 13:51,53,62,1.96,17.2,19.1,125.7,0.686,32.7,18.7,,
2025/2/14 13:51,56,63,2.01,17.3,21.7,122.5,0.686,32.7,18.7,,
2025/2/14 13:51,58,64,2.08,18.2,27.3,117.5,0.683,32.7,18.7,,
2025/2/14 13:51,60,67,2.01,17.9,19.7,123.7,0.686,32.7,18.7,,
2025/2/14 13:51,63,68,2.01,17.6,15.2,128.9,0.684,32.7,18.6,,
2025/2/14 13:51,65,68,1.99,17.3,27.3,119.1,0.683,32.7,18.7,,
2025/2/14 13:51,71,72,2,17.8,23.4,127.8,0.683,32.7,18.6,,
2025/2/14 13:51,73,73,2.01,17.7,25.1,124.9,0.683,32.7,18.6,,
2025/2/14 13:51,75,76,2,17.7,31.5,117.8,0.683,32.7,18.6,,
2025/2/14 13:51,76,78,2,18,32.8,114.7,0.683,32.7,18.6,,
2025/2/14 13:51,75,77,2.05,18,26.3,119.4,0.683,32.6,18.6,,
2025/2/14 13:51,74,76,2.05,17.6,22.2,120.8,0.683,32.6,18.6,,
2025/2/14 13:52,74,76,2.01,17.3,22.5,118.1,0.683,32.6,18.6,,
2025/2/14 13:52,75,76,2.12,17.7,30.2,110.3,0.683,32.6,18.6,,
2025/2/14 13:52,77,78,1.87,17.1,35.6,118.5,0.683,32.7,18.6,,
2025/2/14 13:52,80,82,2.01,17.3,30.7,122,0.683,32.6,18.6,,
2025/2/14 13:52,78,80,1.96,16.9,32.5,121.4,0.683,32.6,18.6,,
2025/2/14 13:52,75,77,1.91,17.2,23.3,120.3,0.683,32.6,18.6,,
2025/2/14 13:52,73,76,1.95,17.4,30.9,111.7,0.683,32.6,18.6,,
2025/2/14 13:52,73,75,1.95,17.3,29.4,117.1,0.683,32.6,18.7,,
2025/2/14 13:52,72,74,1.91,17.2,30.6,116.5,0.683,32.6,18.6,,
2025/2/14 13:52,71,73,1.94,17.6,30.3,117.3,0.683,32.6,18.6,,
2025/2/14 13:52,73,75,1.94,17.1,28.7,117.9,0.679,32.6,18.6,,
2025/2/14 13:52,73,76,1.94,16.9,33.7,114.7,0.683,32.6,18.6,,
2025/2/14 13:52,73,76,1.87,16.6,33.1,113.4,0.679,32.6,18.6,,
2025/2/14 13:52,72,76,1.94,17.3,32.5,105.5,0.679,32.6,18.6,,
2025/2/14 13:52,70,73,1.96,17.1,31.2,105.8,0.679,32.6,18.6,,
2025/2/14 13:52,70,73,1.93,17.1,33.3,107.1,0.679,32.6,18.6,,
2025/2/14 13:52,69,73,1.9,16.9,24.4,117.2,0.679,32.6,18.6,,
2025/2/14 13:52,68,72,1.9,16.7,28.3,113,0.679,32.6,18.6,,
2025/2/14 13:52,66,70,1.89,16.5,23.6,117.4,0.679,32.6,18.6,,
2025/2/14 13:52,64,70,1.88,16.5,22.8,121.2,0.679,32.6,18.6,,
2025/2/14 13:53,61,67,1.9,17.1,25,123.8,0.679,32.6,18.6,,
2025/2/14 13:53,58,65,1.83,16.4,29,117.8,0.679,32.6,18.6,,
2025/2/14 13:53,56,64,1.83,16.9,31.4,117.2,0.679,32.6,18.6,,
2025/2/14 13:53,54,63,1.83,17.6,27.9,114.4,0.676,32.6,18.6,,
2025/2/14 13:53,51,61,1.83,16.4,17.2,123.1,0.676,32.6,18.5,,
2025/2/14 13:53,50,60,1.85,16.2,27.1,118.1,0.676,32.6,18.6,,
2025/2/14 13:53,48,59,1.84,16.8,28.8,115.5,0.676,32.5,18.5,,
2025/2/14 13:53,47,58,1.88,16.4,24.2,116,0.676,32.6,18.5,,
2025/2/14 13:53,46,57,1.92,16.5,22.9,118.2,0.676,32.5,18.5,,
2025/2/14 13:53,46,57,1.9,16.7,25.9,117.7,0.676,32.5,18.5,,
2025/2/14 13:53,46,57,1.83,17,24.4,122.8,0.676,32.5,18.5,,
2025/2/14 13:53,47,57,1.83,17.5,19.4,128.4,0.676,32.5,18.5,,
2025/2/14 13:53,47,57,1.8,16.6,21.2,119.2,0.676,32.5,18.5,,
2025/2/14 13:53,48,59,1.72,15.8,24.8,116.4,0.676,32.5,18.5,,
2025/2/14 13:53,48,59,1.8,16.9,16.8,129.6,0.674,32.5,18.5,,
2025/2/14 13:53,49,59,1.77,15.4,25.4,110.7,0.675,32.5,18.5,,
2025/2/14 13:53,47,59,1.81,16.1,30.6,116.7,0.676,32.5,18.5,,
2025/2/14 13:53,48,60,1.83,16.3,22.7,118.2,0.676,32.5,18.5,,
2025/2/14 13:53,48,59,1.82,16.6,23.2,115.4,0.675,32.5,18.5,,
2025/2/14 13:53,48,59,1.81,16.7,24.3,120.2,0.674,32.5,18.5,,
2025/2/14 13:54,47,58,1.82,16.4,29.2,115.4,0.676,32.5,18.5,,
2025/2/14 13:54,49,60,1.8,16.3,29.6,110.3,0.676,32.5,18.5,,
2025/2/14 13:54,54,62,1.72,16.5,26.5,117.6,0.676,32.5,18.5,,
2025/2/14 13:54,56,64,1.76,16,28.6,113.8,0.676,32.5,18.6,,
2025/2/14 13:54,58,65,1.76,16.3,31.1,115.2,0.676,32.5,18.6,,
2025/2/14 13:54,56,63,1.76,16.8,28.3,118.7,0.676,32.5,18.5,,
2025/2/14 13:54,55,63,1.74,16.7,29.4,108.8,0.676,32.5,18.5,,
2025/2/14 13:54,56,65,1.77,16.6,31.8,116.4,0.676,32.5,18.6,,
2025/2/14 13:54,55,64,1.82,16.7,27.9,118.5,0.676,32.5,18.6,,
2025/2/14 13:54,55,64,1.83,16.6,32.4,111.7,0.676,32.5,18.6,,
2025/2/14 13:54,55,64,1.84,16.5,31.9,111.4,0.676,32.4,18.6,,
2025/2/14 13:54,54,64,1.84,16.4,29,111.2,0.676,32.4,18.7,,
2025/2/14 13:54,50,60,1.8,16.6,28.5,111.3,0.676,32.4,18.7,,
2025/2/14 13:54,49,60,1.73,16.4,29.7,109,0.676,32.4,18.6,,
2025/2/14 13:54,50,60,1.72,15.9,31.2,111.8,0.673,32.5,18.7,,
2025/2/14 13:54,47,58,1.8,15.8,25.5,116.2,0.675,32.4,18.7,,
2025/2/14 13:54,53,62,1.73,16.2,23.6,117,0.676,32.4,18.6,,
2025/2/14 13:54,56,64,1.71,15.5,31.5,111.4,0.674,32.4,18.7,,
2025/2/14 13:54,60,67,1.7,15.3,25.8,116.8,0.673,32.4,18.6,,
2025/2/14 13:54,61,68,1.74,16.4,25.1,119.3,0.674,32.4,18.6,,
2025/2/14 13:55,61,67,1.83,17.2,27.9,116,0.675,32.4,18.6,,
2025/2/14 13:55,62,67,1.82,16.8,27.2,118.5,0.673,32.4,18.6,,
2025/2/14 13:55,60,66,1.77,16.1,24.2,121.8,0.673,32.4,18.6,,
2025/2/14 13:55,61,66,1.73,15.8,23,117.3,0.673,32.4,18.6,,
2025/2/14 13:55,59,66,1.8,16.6,27,114.6,0.673,32.4,18.6,,
2025/2/14 13:55,59,66,1.8,16.8,26.1,118.6,0.673,32.4,18.6,,
2025/2/14 13:55,58,66,1.8,17.2,35,112.6,0.673,32.4,18.6,,
2025/2/14 13:55,59,67,1.82,17.1,31.5,109.7,0.673,32.4,18.6,,
2025/2/14 13:55,60,67,1.76,15.7,36.7,108.4,0.673,32.4,18.6,,
2025/2/14 13:55,61,68,1.75,15.9,31.9,112.6,0.673,32.4,18.6,,
2025/2/14 13:55,65,70,1.76,16.3,30.2,117.4,0.673,32.4,18.6,,
2025/2/14 13:55,66,71,1.77,16.6,30.6,116.1,0.673,32.4,18.6,,
2025/2/14 13:55,69,72,1.81,17,28.1,119.8,0.673,32.4,18.6,,
2025/2/14 13:55,69,71,1.83,16.7,25.8,118.9,0.673,32.3,18.6,,
2025/2/14 13:55,68,71,1.69,16,28.2,114.2,0.673,32.4,18.6,,
2025/2/14 13:55,67,71,1.69,16.6,32.3,111.7,0.673,32.3,18.6,,
2025/2/14 13:55,65,70,1.8,16.6,36.2,108.3,0.673,32.3,18.6,,
2025/2/14 13:55,67,71,1.77,16.5,31.9,111.9,0.673,32.3,18.6,,
2025/2/14 13:55,68,71,1.79,16.9,27.8,116.2,0.673,32.3,18.6,,
2025/2/14 13:55,67,71,1.75,16.2,28.1,122.1,0.673,32.3,18.6,,
2025/2/14 13:56,67,70,1.82,16.4,28.2,118.9,0.673,32.3,18.6,,
2025/2/14 13:56,66,70,1.83,16.8,28.9,114.8,0.673,32.3,18.6,,
2025/2/14 13:56,64,69,1.77,16.6,41.2,105.9,0.673,32.3,18.5,,
2025/2/14 13:56,65,68,1.79,16.5,40.3,108,0.673,32.3,18.6,,
2025/2/14 13:56,66,70,1.76,16.2,23.4,120.9,0.673,32.3,18.6,,
2025/2/14 13:56,64,69,1.69,16.1,21,118.7,0.669,32.3,18.6,,
2025/2/14 13:56,59,67,1.73,16.1,29.8,112.8,0.669,32.3,18.6,,
2025/2/14 13:56,57,65,1.69,15.4,33,105.1,0.672,32.3,18.6,,
2025/2/14 13:56,56,64,1.79,16.7,31.1,106.8,0.67,32.3,18.6,,
2025/2/14 13:56,54,63,1.81,17,28.7,117,0.669,32.3,18.6,,
2025/2/14 13:56,55,63,1.8,16.4,32.6,113.8,0.67,32.3,18.7,,
2025/2/14 13:56,54,63,1.77,16.2,33.7,112.7,0.673,32.3,18.7,,
2025/2/14 13:56,54,63,1.73,16.5,30.5,113.6,0.673,32.3,18.6,,
2025/2/14 13:56,53,62,1.74,16.8,42.9,100.8,0.673,32.3,18.6,,
2025/2/14 13:56,54,64,1.76,16.3,43.9,99.7,0.673,32.3,18.7,,
2025/2/14 13:56,53,63,1.83,16.8,31.9,113.9,0.673,32.3,18.7,,
2025/2/14 13:56,53,63,1.76,16.9,31.4,114.8,0.673,32.3,18.7,,
2025/2/14 13:56,51,61,1.73,16.5,31.5,115,0.669,32.3,18.7,,
2025/2/14 13:56,51,63,1.73,16.2,35.4,109.3,0.669,32.2,18.7,,
2025/2/14 13:56,52,62,1.78,16.3,31,112.2,0.669,32.2,18.7,,
2025/2/14 13:57,53,63,1.75,16.3,31.2,110.6,0.672,32.3,18.7,,
2025/2/14 13:57,53,63,1.7,16.2,37.1,106.3,0.673,32.3,18.7,,
2025/2/14 13:57,52,61,1.69,16,34.1,112.5,0.673,32.2,18.7,,
2025/2/14 13:57,51,60,1.69,16,33,106.3,0.673,32.2,18.7,,
2025/2/14 13:57,51,60,1.69,15.9,33.7,104.2,0.673,32.2,18.8,,
2025/2/14 13:57,51,60,1.69,15.6,36.3,107,0.669,32.2,18.8,,
2025/2/14 13:57,50,60,1.73,16.2,40.4,101.6,0.673,32.2,18.8,,
2025/2/14 13:57,51,60,1.69,16.5,41,100.8,0.673,32.2,18.8,,
2025/2/14 13:57,50,60,1.76,16.2,44.3,99.7,0.673,32.2,18.8,,
2025/2/14 13:57,49,60,1.72,16.1,35.2,103.3,0.673,32.2,18.9,,
2025/2/14 13:57,49,60,1.69,16.1,31.6,107.8,0.673,32.2,18.9,,
2025/2/14 13:57,48,59,1.65,15.6,29.1,114.8,0.673,32.2,19,,
2025/2/14 13:57,48,59,1.66,15.6,31.8,106.4,0.673,32.2,18.9,,
2025/2/14 13:57,48,59,1.68,15.8,32.4,110.6,0.673,32.2,18.9,,
2025/2/14 13:57,48,58,1.6,15.6,42.8,103.9,0.673,32.2,18.9,,
2025/2/14 13:57,47,58,1.62,15.8,44.5,99.9,0.673,32.2,19,,
2025/2/14 13:57,49,60,1.66,15.6,37.3,105.5,0.673,32.2,19,,
2025/2/14 13:57,48,59,1.73,16.5,38.8,102.8,0.673,32.2,19,,
2025/2/14 13:57,48,59,1.66,16.6,38.7,104.9,0.676,32.2,19,,
2025/2/14 13:57,47,58,1.69,16.2,35.2,103,0.676,32.2,19.1,,
2025/2/14 13:58,46,57,1.72,16.3,33.2,108,0.676,32.1,19.1,,
2025/2/14 13:58,47,57,1.71,16.7,32.6,114.2,0.676,32.2,19.1,,
2025/2/14 13:58,46,56,1.62,15.9,34.3,108.2,0.676,32.1,19.1,,
2025/2/14 13:58,47,57,1.62,15.8,36,100,0.676,32.1,19.1,,
2025/2/14 13:58,48,59,1.69,16.2,32.6,103.1,0.676,32.1,19.1,,
2025/2/14 13:58,50,61,1.66,15.9,32.5,103.5,0.676,32.1,19.1,,
2025/2/14 13:58,50,60,1.59,15.7,32.4,104,0.676,32.1,19.1,,
2025/2/14 13:58,50,60,1.66,16,27.2,110.6,0.676,32.1,19.1,,
2025/2/14 13:58,48,59,1.66,16,30.6,109.4,0.676,32.1,19.2,,
2025/2/14 13:58,46,56,1.62,16,35.5,97.6,0.676,32.1,19.1,,
2025/2/14 13:58,45,55,1.69,16.3,42.9,98.6,0.676,32.1,19.1,,
2025/2/14 13:58,45,55,1.66,16,31.1,109.7,0.676,32.1,19.2,,
2025/2/14 13:58,45,54,1.62,15.7,27.3,111,0.676,32.1,19.2,,
2025/2/14 13:58,44,54,1.61,15.7,37.7,101.9,0.676,32.1,19.2,,
2025/2/14 13:58,44,53,1.64,15.7,34.3,110.3,0.677,32.1,19.2,,
2025/2/14 13:58,44,53,1.69,16,30,112.1,0.679,32.1,19.2,,
2025/2/14 13:58,45,56,1.61,15.8,33,107.7,0.679,32.1,19.2,,
2025/2/14 13:58,47,58,1.59,15.8,39,106.7,0.676,32.1,19.2,,
2025/2/14 13:58,48,60,1.69,16.1,37.1,101.1,0.676,32.1,19.2,,
2025/2/14 13:58,47,58,1.8,17,32.9,104.5,0.676,32.1,19.2,,
2025/2/14 13:59,47,57,1.59,15.9,26.5,108.1,0.676,32.1,19.2,,
2025/2/14 13:59,46,56,1.64,15.5,43.9,101.6,0.676,32.1,19.2,,
2025/2/14 13:59,47,57,1.64,15.8,41.8,99.3,0.676,32.1,19.2,,
2025/2/14 13:59,47,57,1.65,15.8,44.2,97.6,0.676,32.1,19.2,,
2025/2/14 13:59,48,58,1.64,16.2,39.5,101.4,0.677,32.1,19.2,,
2025/2/14 13:59,46,57,1.59,16.1,31.5,110.9,0.679,32.1,19.2,,
2025/2/14 13:59,47,58,1.59,15.6,26.9,113.2,0.679,32,19.2,,
2025/2/14 13:59,48,60,1.59,15.4,29.9,108.6,0.679,32,19.3,,
2025/2/14 13:59,49,60,1.66,16,39.1,102.2,0.679,32.1,19.2,,
2025/2/14 13:59,50,60,1.59,15.4,40.5,95.4,0.676,32,19.2,,
2025/2/14 13:59,50,60,1.62,15.6,39.2,100,0.679,32,19.3,,
2025/2/14 13:59,50,60,1.72,16.5,46.7,103,0.679,32,19.2,,
2025/2/14 13:59,51,62,1.72,16.2,43.4,104.6,0.679,32,19.3,,
2025/2/14 13:59,52,61,1.67,15.7,44.8,96.8,0.679,32,19.3,,
2025/2/14 13:59,52,62,1.67,16.5,49.2,92.2,0.679,32,19.3,,
2025/2/14 13:59,53,63,1.71,16.7,40,105.1,0.679,32,19.3,,
2025/2/14 13:59,55,63,1.66,16,39.2,103.5,0.679,32,19.3,,
2025/2/14 13:59,57,66,1.57,15.4,42.6,96.8,0.679,32,19.3,,
2025/2/14 13:59,57,65,1.66,16.4,44.4,97.6,0.679,32,19.3,,
2025/2/14 13:59,56,65,1.7,17,44.4,99.7,0.679,32,19.4,,
2025/2/14 14:00,55,65,1.7,16.5,44.9,96.5,0.679,32,19.4,,
2025/2/14 14:00,55,64,1.66,16.2,44.4,100.1,0.679,32,19.4,,
2025/2/14 14:00,52,61,1.64,16.5,42.9,104.2,0.679,32,19.4,,
2025/2/14 14:00,52,62,1.67,16.5,42.7,96.9,0.682,32,19.4,,
2025/2/14 14:00,51,61,1.72,16.4,45.9,96.7,0.682,32,19.5,,
2025/2/14 14:00,50,61,1.72,17,45.5,100.8,0.68,32,19.5,,
2025/2/14 14:00,48,59,1.71,16.9,41,105.7,0.683,32,19.5,,
2025/2/14 14:00,48,59,1.73,16.6,43.4,102.7,0.683,32,19.5,,
2025/2/14 14:00,48,59,1.73,16.7,42.9,105.3,0.683,32,19.5,,
2025/2/14 14:00,50,60,1.77,16.8,39.7,105.5,0.683,32,19.5,,
2025/2/14 14:00,52,61,1.66,16.4,44.5,93.1,0.683,32,19.6,,
2025/2/14 14:00,54,62,1.73,16.8,45.5,98.6,0.683,32,19.5,,
2025/2/14 14:00,56,63,1.73,16.8,42.9,103.1,0.685,31.9,19.6,,
2025/2/14 14:00,57,65,1.78,17.8,45.3,102.2,0.684,31.9,19.6,,
2025/2/14 14:00,56,64,1.78,17.3,52,87.1,0.683,32,19.6,,
2025/2/14 14:00,56,65,1.75,16.6,44.8,93.3,0.683,31.9,19.6,,
2025/2/14 14:00,55,64,1.75,16.5,40.6,101,0.684,31.9,19.6,,
2025/2/14 14:00,55,66,1.79,16.6,41.2,99.3,0.686,31.9,19.6,,
2025/2/14 14:00,57,65,1.81,16.8,40.3,98.4,0.686,31.9,19.6,,
2025/2/14 14:00,58,65,1.73,16.5,41.5,97.2,0.686,31.9,19.6,,
2025/2/14 14:01,59,66,1.73,16.4,45.3,95.5,0.686,31.9,19.6,,
2025/2/14 14:01,58,66,1.77,16.6,38,102.7,0.686,31.9,19.7,,
2025/2/14 14:01,56,64,1.77,17.2,38.9,100.7,0.683,31.9,19.6,,
2025/2/14 14:01,56,65,1.77,16.7,39.6,98.7,0.683,31.9,19.6,,
2025/2/14 14:01,53,63,1.79,17.4,48.2,91.2,0.683,31.9,19.6,,
2025/2/14 14:01,53,63,1.8,17.5,32.6,103.5,0.683,31.9,19.5,,
2025/2/14 14:01,50,61,1.83,17.4,32.6,109.6,0.683,31.9,19.6,,
2025/2/14 14:01,48,61,1.85,17.7,38.2,103.4,0.683,31.9,19.5,,
2025/2/14 14:01,48,61,1.83,17.5,46.3,94.3,0.683,31.9,19.5,,
2025/2/14 14:01,49,61,1.75,16.7,45.3,98.6,0.683,31.9,19.5,,
2025/2/14 14:01,48,60,1.77,16.4,39.1,107,0.683,31.9,19.4,,
2025/2/14 14:01,49,61,1.84,17.4,42.1,105.6,0.683,31.9,19.5,,
2025/2/14 14:01,49,60,1.88,17.7,44,98.1,0.683,31.9,19.5,,
